source_id,solution_id,ra,dec,wavelength,flux,flux_error,combined_transits,combined_ccds,deblended_ccds
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.0,0.9684156,0.006533068,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.01,0.9658312,0.0046846378,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.02,0.9638537,0.0038061775,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.03,0.9686868,0.0031443771,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.04,0.9770839,0.00321561,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.05,0.9857722,0.0031893493,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.06,0.9924229,0.003424657,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.07,0.9961132,0.0037037823,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.08,0.99461824,0.0036478033,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.09,0.9894247,0.0030081302,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.1,0.98538005,0.0025602924,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.11,0.983852,0.0027465783,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.12,0.98435795,0.0030598168,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.13,0.98719233,0.0031464254,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.14,0.99160445,0.0028589158,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.15,0.99483347,0.002765411,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.16,0.99569136,0.003019952,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.17,0.9942703,0.0030998976,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.18,0.9899702,0.0027163539,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.19,0.98506737,0.0023864869,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.2,0.98042583,0.0024203,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.21,0.97698295,0.0024417385,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.22,0.97569,0.0023428877,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.23,0.97655135,0.0019694024,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.24,0.9772084,0.0018016718,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.25,0.9762033,0.0019677042,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.26,0.9749636,0.0021128575,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.27,0.9778422,0.0025449675,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.28,0.98559225,0.0028376698,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.29,0.9951019,0.0029500811,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.3,1.003443,0.0025086354,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.31,1.0106701,0.0023979698,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.32,1.0149103,0.0026484688,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.33,1.0164756,0.0025721695,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.34,1.0172282,0.0023467413,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.35,1.0154586,0.0023909113,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.36,1.0118091,0.002263614,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.37,1.0107775,0.001897478,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.38,1.0134853,0.0018271967,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.39,1.016284,0.0021299126,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.4,1.0186592,0.0019833571,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.41,1.0199423,0.0019990266,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.42,1.021651,0.0023565467,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.43,1.0230374,0.0021465493,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.44,1.02507,0.0019118709,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.45,1.0268104,0.0017190833,9,27,0
4268620287278693120,5950420259779346465,285.29768315022295,2.4812791005101706,846.46,1.0269601,0.0017508678,9,27,0
