,apogee_id,source_id,delta_chisq,f_imp,training_density1,training_density2,q_cannon,rv1_cannon,rv2_cannon,rvs_spec_sig_to_noise,radial_velocity_error,rv_nb_transits,single_fit_chisq,single_fit_training_density,single_fit_ca_resid,eq_width_849.8nm,eq_width_854.2nm,eq_width_866.2nm
58,2M13244766-0254340,3637843420041083136,18.378723477400854,0.04024976937221617,2.0448408555968856e-05,7.487216930763131e-05,0.7047654325570243,-1.1608809248775411,-0.8423130410806765,53.44029,0.70390207,23,2059.189928162447,2.1354459396041603e-05,348.93254531161244,-0.005834887300451368,-0.008001896256897643,-0.007919681402806978
59,2M19132893+4322431,2102955694818359552,47.41950392846775,0.06184160837832391,0.00011650541189935525,2.471373808639135e-06,0.95584193090816,-3.717909269761812,3.8108999802054226,66.456085,0.4608721,16,2391.1326052220948,0.0009406977662265113,615.7479227218071,-0.0030774342904305962,0.0016122366252391115,-0.004083364613336546
60,2M12323053+5658347,1571720849358558464,43.649311390256344,0.09230562837817978,0.0011296775628154708,0.0009520315013834233,0.9278164182646667,-0.012648495211251932,-0.04221606839312786,454.29758,0.12496961,33,1417.9498678683685,0.002036506149836499,610.9333482824007,0.0005279138998769751,0.001270104693624216,0.0003529138967216968
61,2M17330036-2419232,4110531062402926848,15.499609892370472,0.04785877962085978,0.001110826847409193,0.001424722004893464,0.9800194204706324,3.1134613505933046,-3.2268886232048652,229.15102,0.14410082,14,1989.7638965400442,0.0016922972884538126,421.25511041619984,-0.0008155129030701269,-0.0006421859861571107,0.0017111176723214304
62,2M10564105+4406080,781874439478095232,26.474635941077395,0.10576083236103762,0.0016029522941027506,0.0001467879887279052,0.7425123730162353,-0.00149345356081017,-0.00040898832901637046,81.37538,0.28648174,35,2115.196505230573,0.0016210198029224833,540.0817673454698,-0.003111290496142141,-0.009711718952157796,-0.010702791378328667
63,2M10383605+4045283,779537217059030656,16.592403322923246,0.0431241350813585,0.0015637487549594786,0.0003858323517714831,0.9749179094842507,0.5408251421095908,-0.25887082701573,130.04395,0.19332075,31,2029.3403711643502,0.004667181053657218,476.4103032661691,-0.002839845729163225,-0.0006816465741611637,-0.004516152561891074
64,2M10322708+2520052,727379585188393216,16.577139890714534,0.027806518579711736,0.00012873889132076214,1.000336188452738e-07,0.9425370249094015,1.2472596254176764,-1.3429610297861596,60.05882,0.33245146,15,2424.4479238895865,0.00013502931511064078,608.0409148802919,0.017923171125422722,0.013172493818404664,0.007923359912120342
65,2M08373589+1414431,603474417264377856,42.64329325374683,0.05349870880986955,2.7234827906580945e-05,3.019716917469196e-05,0.8200098772534256,12.493602241281202,-14.183246735109435,56.40059,0.8174419,15,2313.2493969415627,0.00035590255960756765,308.1179677261805,-0.001220517619075989,-5.5250095132095535e-05,0.00174075217035752
66,2M05413466-0751008,3015801378121410560,18.15557868977112,0.051011486967032414,0.000803787324537109,2.1795093509902902e-05,0.8719227909193047,-1.794575764333626,4.01827675196763,59.625137,0.42594153,27,2092.875131908633,0.001420899652828542,532.5608602254538,-0.004803045164547916,-0.008375952199224393,-0.015559744983445678
67,2M10541164-0032036,3803211407672375424,23.191431280322377,0.08905374019888831,0.00017461044186953026,5.542159822460846e-05,0.9349334400609535,1.8372743505654547,-4.82107204608756,67.17464,0.22220938,13,2324.212363936301,0.0006819026235302174,570.6469054060717,0.0050980976725307475,0.005099370440075854,0.004489213569051526
68,2M13083672+5601050,1564783377663709440,66.49042082865344,0.07710641989666452,0.0010334012443084417,8.209986815248786e-05,0.8831363999755288,3.060588278803575,-3.8398773361021536,111.677345,0.24783826,26,2025.4423381903803,0.0006060115509926017,631.2685449080977,0.0015457410091511323,0.0021673288303201512,0.003703515364917938
69,2M15022336+4243348,1585318440939528960,21.843596585097657,0.03091251895673679,0.00032662452862169044,0.0001251469282544509,0.9675900368252611,2.6094948398721347,-2.232632174300669,73.11951,0.29664195,31,2252.7582239257654,0.0005530010734590007,473.9432478520665,0.006422168184509113,0.009878975710156316,-0.0019273266574425239
70,2M14482618+4613420,1589891928274661632,31.655755837937022,0.0954802733142032,0.0003382106873504299,1.119500118242634e-06,0.7997910830915375,1.71913301871656,-3.918507503706472,64.94031,0.28123006,24,2071.0284412670662,0.00028593623736346784,471.05584699128906,-0.002378838538506901,0.012614013336070581,0.0025196613515481745
71,2M12491324+2827495,3962787245358531456,17.20731113237798,0.0676183333759156,0.0006080263193550206,0.0001193663240981823,0.8258297403250363,-0.7412976339379799,0.33669543701685434,82.08481,0.39772996,23,1943.6948376387973,0.001205800779394668,355.3276200615683,0.0013271496026052215,-0.001395736919736854,6.069629785448221e-05
72,2M11021754+1008358,3868107818054158976,63.21703127780074,0.13207777680340438,0.001587911880082181,0.0002489824345226126,0.6601039235378965,0.8415046047505451,2.465117607817986e-06,82.45393,0.3732063,7,2557.6531510080895,0.000971666504723885,623.2141593399299,-0.00037200946678802617,-0.0053016251925957405,-0.0029149889461745366
73,2M18414121+4354189,2116963064938445056,11.85413484514197,0.029605734741397112,0.0005599816680370927,0.00028168876449238513,0.8567826331424875,0.06589481050589566,-0.15975014186176612,141.03947,0.1595309,22,2055.7398862717214,0.0007800845454008407,397.07761714061417,0.00039281729638625143,-0.0024970535898029703,-0.0019567658007295565
74,2M21312923+1309292,1770250111979032320,14.54196167410646,0.009541954023705815,0.001285478998013479,0.00011365241598961338,0.8854560466562452,1.8452161733829493,-2.923985440983656,105.01327,0.25436178,39,2022.4240077390043,0.0005651433954784491,381.5084063962027,-0.00015321636526623896,-0.001520903797175845,0.001713228756217231
75,2M19390065+4654069,2128527242906021504,20.985004795135865,0.052045545341858575,0.0007541067723348543,0.00025403664267263773,0.8167027787509767,-0.1689748777728345,-0.11681922106916134,235.8107,0.15382387,17,1876.0228079525082,0.0011028546690320634,1816.9314822173556,0.004941247324967373,0.006921342156189779,0.006643502409873288
76,2M13560000+4359010,1502542704475212032,31.80414386650955,0.07764304587120173,0.0008946466814707607,0.0002979801081288602,0.8545182743829562,0.5292806597989745,0.36639429395019024,188.09383,0.18658148,25,1866.277783975734,0.0011303000151280352,464.1894700298154,0.0008782003704603934,0.0023586272984750965,-0.0004976266987370445
77,2M16024746-1037567,4343543071183164032,3.38175123352039,0.02905200215579044,0.0018539543848947661,0.0018170495299646967,0.9758439842691224,-0.4165436400447489,6.113760624530251e-06,124.97408,0.19926827,19,2129.452880689502,0.0034300535876094136,704.3401340666608,0.0012719935805498698,0.0037634756937992165,0.0014674478652193347
78,2M03450874+3258375,217865244044315136,35.60377496372166,0.09513897906635035,7.106465390349809e-05,0.0003866149127616501,0.9527305317922004,1.0387804201472328,-1.6671205685164956,189.61482,0.16046324,30,2057.8631523927925,0.000561776315278269,1071.842809164863,0.002143473076306351,0.006593938348747505,0.0035440661796939644
79,2M02123910+1433061,77325667779847552,29.374401744982606,0.06354467078333895,3.4561999538094643e-05,0.00012430013455766415,0.81023267854491,5.30244513985063,-7.993569356355403,62.091972,0.65825707,11,2348.0010042862687,0.00018718119012936358,440.19997426861704,-0.009917247674487019,-0.01007537941480667,-0.008128144018672586
80,2M00015342+0114481,2738416245362727168,19.90541986453536,0.06553349200531029,0.00029891553220872443,0.0011555598369457905,0.9473957855385061,-3.1520175215507726,4.3382751520373874,76.126,0.32598332,29,2107.5340788562335,0.0026513464164804566,312.5420977673112,0.0020866388438298775,0.0010952335773871903,-0.0039283904781820525
81,2M14282310-0540419,3641427827948636288,41.16197041296937,0.11200167746422267,9.673561951544636e-05,0.0001596753984677906,0.824224672220249,0.003679233675879901,-1.860875515793867,90.45561,0.44188577,14,2384.6051349812906,0.00028375639114738003,298.54466833355514,0.0008428150594149591,-0.009958677149518595,-0.003342572814481849
82,2M03331273+3204418,121539018902076928,31.022022634492714,0.063752491604094,0.0004526579901694587,0.0009189318031469099,0.8168845306349736,2.2961759329379907,-2.0460071928352126,88.341156,0.3032583,12,2205.1779040882857,0.0017247263758578767,605.8020263615804,-0.0031028974983916243,-0.014371205179724435,-0.00534572981663718
83,2M09431296+3715179,799727549080004480,26.422236634919955,0.08046723613955285,0.0008403918567259137,3.6641584374166e-05,0.7908172958601826,2.8150530077078404,-6.476308704923668,53.16612,0.48930728,39,2293.9078497838277,0.0013501972920829696,344.65296750137145,-0.008368523949934252,-0.011601869733060386,-0.0016692898770305732
84,2M14521428+1724423,1188228957574283904,19.237389577138856,0.08851176952394953,0.001540139730177677,5.398703078000682e-07,0.516086035621048,-0.7127771162907699,13.798505560923692,64.59062,0.49705553,20,2198.2675813434425,0.0019080384089731816,546.6122253136377,-0.004054014384436645,-0.011397574011263184,-0.0069367551179303
85,2M19081638+3921188,2100419950426398592,25.205189172233077,0.0750309038877101,0.000757562641648374,0.0003414305211424121,0.6759411415977369,1.269587818100865,-2.174927626466583,56.635857,0.7031552,26,2392.7462041475765,0.00017579887310384553,691.4539634911646,-0.014693805916696457,-0.01554049945744017,-0.00567545982834487
86,2M02035552+1302346,76694200212529280,23.94355272561961,0.0439860557607279,8.224162339725435e-05,0.000172411438558291,0.8888107306380619,1.4188496894160634,-2.8122999354391927,99.878975,0.57179785,6,2489.5299967747064,0.0007790405829394501,326.39498612748747,0.0025288037122679404,0.0019461542920592842,-0.00014472667508837298
