source_id,solution_id,ra,dec,wavelength,flux,flux_error,combined_transits,combined_ccds,deblended_ccds
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.0,0.98698866,0.025057154,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.01,0.9609206,0.03540811,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.02,0.9346121,0.055051282,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.03,0.90187263,0.063382305,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.04,0.9307856,0.039613076,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.05,0.8766173,0.05332399,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.06,0.8979011,0.03518535,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.07,0.9598858,0.037983757,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.08,1.0103984,0.026364246,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.09,0.9946379,0.02299264,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.1,0.9563514,0.053603392,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.11,0.9772146,0.056001876,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.12,1.0002785,0.047990207,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.13,0.9544264,0.043039992,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.14,0.89362085,0.037487894,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.15,0.91516393,0.039310705,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.16,0.96626014,0.050046157,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.17,0.9631737,0.059758566,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.18,0.95539737,0.060122166,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.19,0.98206985,0.05667234,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.2,1.0117155,0.038001876,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.21,0.97989315,0.03571033,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.22,0.91187155,0.049769368,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.23,0.89040065,0.04503231,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.24,0.94086075,0.030194554,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.25,1.0104787,0.038613867,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.26,1.0288352,0.04042858,3,7,1
2131314401800665344,5950420259779346465,286.8085269791958,49.31642128806585,846.27,1.0412375,0.046009835,3,7,1
